1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
96,121,28,18,2,11,14,5,5,13,12,3,16,4,13,13,15,4,8,9,7,14,6,17
82,18,16,6,8,8,13,9,12,10,5,6,7,7,6,7,7,5,8,1,6,10,2,5
25,16,9,9,6,13,3,10,5,15,1,13,6,14,11,8,16,14,11,3,9,4,12,2
52,19,10,14,5,19,63,50,14,27,19,13,20,14,18,13,20,16,22,19,8,21,9,14
70,27,11,10,23,12,14,18,15,17,16,28,16,19,22,15,21,27,30,20,24,21,20,21
65,35,29,14,12,19,18,24,19,34,29,32,20,17,10,14,17,34,32,32,26,26,36,41
106,35,34,14,23,17,31,18,21,21,35,23,17,20,21,19,19,16,25,23,19,32,19,32
86,52,41,27,36,53,48,47,42,36,37,23,17,10,12,21,60,43,20,21,15,17,27,30
72,37,29,38,26,40,33,37,43,39,19,3,6,4,4,6,4,16,14,8,10,10,11,15
60,29,7,16,5,25,12,10,10,6,8,2,1,7,6,9,2,19,8,9,21,16,13,2
32,17,2,5,14,10,8,12,8,6,15,8,11,7,9,6,9,5,8,10,11,8,11,14
35,20,15,2,7,13,8,2,5,8,9,6,13,5,8,2,1,1,9,7,6,4,9,8
64,12,8,12,14,11,14,18,18,14,14,11,14,18,3,5,16,26,53,22,17,8,10,10
56,12,21,8,19,16,25,20,12,25,19,21,22,11,10,12,17,9,15,14,10,6,3,11
55,10,7,8,9,8,11,11,13,11,20,19,31,14,18,19,12,6,8,8,13,4,1,20
62,27,9,8,13,11,18,13,8,26,13,22,18,14,26,22,9,18,17,10,22,16,13,29
39,32,25,19,11,11,17,11,12,19,22,16,18,5,11,19,16,20,15,20,13,21,17,19
83,19,21,17,16,13,17,15,22,26,19,20,22,9,18,26,23,16,15,11,18,15,2,14
98,26,8,15,6,15,15,14,20,20,18,18,5,23,16,16,10,26,10,7,9,7,8,11
57,28,8,15,14,9,21,16,15,27,20,20,18,20,21,7,22,16,4,14,8,11,19,6
50,10,25,12,13,17,17,24,10,21,33,25,22,17,26,17,24,14,12,13,12,19,11,12
60,20,25,12,20,9,25,18,23,21,27,12,13,18,17,28,23,19,16,21,20,20,25,14
59,28,13,16,7,23,10,21,11,15,29,21,25,25,21,33,23,34,34,21,16,19,14,18
76,17,18,11,11,24,10,20,15,10,30,21,21,1,9,37,9,10,13,8,26,17,36,12
58,27,27,25,20,19,20,27,15,16,23,20,10,13,17,11,14,8,15,15,3,15,18,19
40,26,11,11,10,11,10,9,21,22,28,26,19,20,18,14,15,13,19,24,29,18,19,21
73,28,27,24,21,22,24,33,42,51,59,41,36,45,23,54,8,3,3,19,10,11,7,5
48,20,15,13,11,24,14,13,25,15,22,23,17,22,15,28,17,16,27,17,23,11,12,11
40,13,12,14,8,9,16,17,17,26,16,11,12,3,5,16,6,11,4,9,8,5,8,4
68,16,13,8,3,10,9,10,16,17,18,25,15,8,13,24,18,12,17,3,18,22,34,38
77,23,13,11,12,10,17,7,12,16,10,25,14,5,10,12,6,12,5,6,9,26,36,30
90,40,41,33,20,21,11,36,32,45,42,22,12,16,16,18,17,22,24,22,16,41,35,42
66,53,45,43,28,31,29,31,32,21,42,58,49,41,29,46,44,31,20,70,24,17,20,29
73,28,22,22,23,23,25,32,20,30,42,39,40,29,29,44,44,38,32,36,25,14,17,19
49,25,17,19,15,26,30,37,38,33,34,25,26,25,67,3,13,33,37,41,42,42,25,40
85,41,21,26,20,27,29,36,30,41,25,34,20,11,20,22,23,31,18,12,25,16,22,13
67,32,28,18,21,19,22,31,44,24,19,28,16,25,31,27,21,9,22,5,18,4,17,8
53,31,18,15,25,24,13,8,22,12,29,19,25,22,11,10,16,25,18,13,11,13,22,6
71,19,17,17,7,11,17,19,7,14,26,20,15,11,7,1,6,10,6,8,6,6,22,26
88,25,24,8,22,16,16,26,17,15,10,22,13,13,16,9,12,8,16,17,12,18,14,35
85,25,25,18,27,10,20,11,22,27,23,21,27,3,11,16,23,14,16,11,7,14,15,2
66,17,25,24,23,25,13,19,25,22,22,30,30,32,22,16,7,7,8,9,16,14,3,12
72,29,23,20,24,22,15,26,27,24,21,114,64,3,4,12,20,25,15,24,27,18,21,27
60,22,17,20,21,17,16,13,24,23,17,30,19,30,19,15,30,34,23,36,36,31,35,26
59,44,28,45,43,48,33,37,39,28,16,13,13,21,20,22,22,14,17,10,22,20,24,20
63,26,29,51,47,44,57,50,46,42,22,16,23,25,11,14,15,18,17,7,7,6,6,7
54,14,14,7,10,15,14,22,10,18,12,17,14,10,7,13,14,5,7,13,13,9,18,9
45,22,14,6,16,8,9,25,13,11,17,22,28,8,11,16,12,14,20,10,13,14,34,25
49,25,22,20,9,18,9,15,26,9,23,16,18,10,13,14,12,3,15,15,18,17,23,37
99,35,35,35,38,32,36,28,33,40,25,12,6,11,12,14,15,12,11,19,17,33,33,14
64,9,22,14,19,13,15,19,15,17,14,16,11,12,9,15,10,15,14,11,7,23,30,28
121,18,19,5,9,18,3,9,7,9,3,12,12,13,6,3,17,8,12,5,9,1,10,38
18,14,12,9,5,4,18,14,19,16,3,10,9,6,12,10,17,9,7,18,15,12,16,89
17,17,15,13,10,6,19,13,5,20,12,12,11,15,11,9,9,14,6,13,8,15,11,54
21,15,11,12,19,25,18,21,23,20,28,24,17,19,16,19,7,12,8,7,13,8,20,46
19,11,15,6,8,6,18,20,10,9,26,10,15,13,14,4,7,11,5,26,18,19,29,66
33,58,9,15,10,12,10,25,17,10,21,27,12,27,11,11,14,7,12,8,20,25,22,61
22,12,9,6,6,8,8,5,12,23,5,11,8,7,11,12,10,14,8,19,18,18,6,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,1,2,9,3,8,4,5,20,23,23,18,25,21,21,16,22,21,12,19,20,12,15,73
21,5,19,10,15,6,10,6,9,15,17,10,11,14,9,12,5,14,9,8,5,8,21,42
27,17,7,16,9,13,13,18,11,18,15,11,22,21,25,26,20,5,15,14,17,11,17,78
25,13,18,10,18,10,25,9,10,5,12,12,4,0,5,13,5,16,23,8,10,9,17,50
5,16,7,8,4,15,3,11,18,8,21,8,18,8,7,17,8,8,14,17,34,36,20,81
26,5,16,9,7,15,5,3,9,6,8,7,11,13,5,8,5,7,6,9,33,39,38,73
32,37,25,38,18,15,14,16,16,14,14,8,10,4,10,4,12,21,15,54,49,20,18,81
33,NULL,NULL,NULL,NULL,NULL,17,21,34,39,45,95,45,0,0,1,9,13,20,43,4,14,7,60
