1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
49,39,34,25,19,18,8,9,11,12,6,8,13,9,7,26,15,58,49,15,16,6,1,13
24,12,14,8,12,10,4,1,14,13,10,2,11,12,18,24,7,1,6,7,8,5,12,4
33,18,5,16,15,2,16,7,8,13,9,20,7,6,16,14,10,3,13,11,4,7,12,4
42,16,12,12,14,15,17,12,20,15,12,18,19,15,22,34,17,31,17,17,19,19,18,5
17,12,10,17,22,61,22,12,13,14,19,28,16,25,26,49,39,40,31,27,32,22,19,26
46,32,40,14,14,26,21,23,26,24,36,33,31,24,27,39,58,55,48,34,33,36,47,36
51,44,41,17,22,29,22,26,29,25,36,29,26,21,29,25,21,54,33,23,13,24,23,28
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,38,16,18,16,26,35,38
72,44,43,39,38,37,41,33,41,59,24,15,4,29,2,64,1,12,14,17,7,13,12,11
32,12,13,18,9,11,11,15,6,4,3,12,7,4,9,1,27,20,30,13,24,9,5,0
32,2,11,10,11,7,12,15,6,15,6,12,14,15,18,10,14,13,9,10,13,16,20,9
40,12,6,17,21,6,5,19,4,14,11,21,12,6,8,8,9,12,4,8,7,14,7,9
37,23,15,15,27,15,21,24,18,13,24,22,24,6,29,20,55,49,6,9,9,11,17,38
52,20,20,21,34,27,29,20,22,31,26,21,5,28,14,11,33,18,14,4,18,7,9,15
44,15,11,5,19,11,15,12,18,16,19,31,14,26,7,17,7,11,11,10,10,5,13,1
54,18,12,14,19,10,18,25,16,19,27,25,24,20,29,13,24,18,13,17,24,23,20,29
37,22,21,18,21,11,14,10,27,16,17,17,27,24,19,33,23,23,25,26,22,22,28,33
61,33,21,15,8,24,21,17,17,20,12,15,26,18,35,23,29,28,22,15,9,12,10,9
29,20,6,20,32,24,26,26,24,19,30,36,32,19,23,19,19,15,15,16,10,5,15,6
34,15,19,12,12,25,17,24,25,29,16,24,24,82,9,9,10,3,25,11,15,13,11,13
41,25,21,20,12,16,19,30,21,26,37,22,24,32,21,24,13,20,18,22,17,10,21,13
13,16,27,22,28,21,20,22,24,26,20,28,33,22,31,25,32,17,16,24,17,20,21,34
50,29,19,25,20,29,23,22,20,23,32,26,24,29,33,40,42,41,30,32,12,18,12,31
66,19,17,22,9,16,15,26,18,15,25,19,18,20,54,70,40,35,21,22,23,47,46,34
67,21,22,21,20,12,23,14,25,22,17,17,17,35,20,10,18,19,46,38,14,11,27,49
42,21,19,7,28,24,15,17,18,21,28,24,25,19,29,29,32,23,19,24,16,17,18,17
47,40,10,24,34,26,26,28,60,49,51,41,43,52,64,53,24,16,15,11,8,11,0,13
25,14,26,27,24,17,25,34,30,16,19,26,17,21,26,37,47,35,34,25,27,24,22,8
10,21,23,11,14,12,10,19,14,7,27,23,15,7,13,2,10,14,11,14,2,10,3,7
55,11,10,14,10,6,20,11,16,18,15,16,24,12,21,14,26,18,22,19,15,55,39,37
55,37,27,12,31,38,22,13,10,22,11,10,18,12,12,14,12,19,8,13,18,35,24,17
74,31,34,53,62,36,40,40,50,44,36,29,15,18,15,18,18,26,31,39,48,36,43,48
99,52,35,33,30,31,22,31,16,37,87,156,51,50,55,45,46,33,22,32,21,20,28,38
59,47,22,22,20,9,23,22,29,42,39,55,33,63,59,54,56,39,36,45,10,22,13,29
75,32,37,27,36,27,16,24,30,33,22,31,23,18,27,29,27,39,46,33,48,33,36,39
75,35,38,34,19,16,15,29,33,45,33,47,24,29,30,48,67,35,39,35,32,36,37,27
53,34,24,31,14,45,25,28,25,24,22,14,15,27,27,26,18,28,25,13,16,15,15,17
61,13,19,17,18,23,11,20,19,14,11,24,16,15,33,31,43,24,15,17,23,11,22,25
59,9,18,15,11,14,18,19,6,14,23,21,15,20,11,5,15,51,35,15,12,19,23,16
56,37,30,32,30,32,28,28,17,17,17,12,16,13,10,15,9,13,22,10,18,21,26,16
65,46,38,37,30,43,31,42,27,21,27,19,21,13,59,28,31,32,14,11,11,11,16,31
65,24,31,20,45,23,27,24,18,22,26,31,24,16,29,31,7,12,7,15,15,6,10,21
50,28,19,33,28,24,26,26,32,19,26,18,28,51,32,31,34,26,32,23,22,28,17,19
23,21,16,21,12,24,14,24,18,35,22,27,18,24,42,41,32,34,32,34,37,36,30,26
52,31,34,30,25,21,30,28,81,46,29,19,19,18,24,15,27,16,17,21,49,16,36,34
78,22,41,32,26,27,38,41,40,45,41,27,28,35,89,NULL,NULL,9,20,13,18,9,9,2
44,20,30,7,23,20,8,15,20,15,20,18,12,18,7,13,18,8,21,12,25,44,47,40
28,10,13,14,19,22,15,14,25,24,25,20,15,21,17,22,36,54,17,13,27,24,19,18
45,35,34,NULL,NULL,NULL,NULL,NULL,24,13,21,27,28,24,12,21,33,21,6,19,25,25,19,55
49,38,27,13,31,26,20,21,36,27,27,30,24,11,20,29,49,12,10,12,44,37,16,31
48,18,22,23,29,14,29,21,21,23,22,15,21,17,12,31,20,50,38,6,10,35,31,36
23,15,18,12,19,12,14,9,10,6,10,15,14,9,11,13,18,28,8,46,8,6,7,50
13,8,11,11,9,8,11,14,21,18,124,22,NULL,NULL,13,20,18,17,12,16,15,22,14,38
14,13,14,19,12,11,18,15,18,15,18,9,17,13,17,19,16,15,12,7,14,14,17,53
27,20,36,8,31,27,25,15,33,28,21,53,30,48,9,31,31,9,7,3,10,17,12,62
25,23,10,9,11,19,13,24,25,12,23,9,28,7,18,11,14,22,10,26,11,20,25,50
26,23,22,13,7,12,14,28,24,18,20,23,15,19,22,18,21,30,40,15,11,18,23,68
23,23,22,10,10,15,18,10,10,24,8,15,11,11,8,15,11,16,10,27,20,19,21,61
20,22,21,23,9,3,4,9,7,10,18,19,7,7,7,8,12,5,17,36,15,6,6,38
19,9,12,8,13,11,12,17,25,20,35,14,30,16,29,29,34,12,26,18,9,14,16,54
28,27,18,17,18,14,13,15,16,16,23,19,31,10,20,21,16,24,30,21,12,9,16,23
21,9,16,12,19,9,17,13,24,24,13,24,18,20,31,34,40,20,6,20,19,23,32,35
23,33,16,18,20,15,19,23,14,14,16,9,14,5,29,13,20,17,18,7,9,11,12,32
6,12,4,14,11,9,22,17,17,19,19,18,21,11,14,22,10,16,47,22,32,25,9,35
30,33,11,11,14,10,24,22,24,19,19,15,14,8,6,27,18,12,39,33,33,32,33,73
31,21,21,30,25,20,21,7,11,5,14,7,14,5,15,44,104,18,34,39,45,6,14,26
20,16,9,14,8,10,20,21,23,15,33,20,21,30,61,15,30,14,48,34,3,16,15,78
29,17,23,18,16,20,25,27,25,20,28,29,33,45,35,45,42,NULL,NULL,39,30,30,11,51
20,22,16,29,8,27,17,17,22,29,27,17,24,21,13,30,35,74,7,31,27,28,45,80
66,55,63,4,5,23,13,24,23,13,18,18,18,11,18,18,13,27,22,22,2,11,0,41
10,3,11,8,10,5,6,15,12,5,13,18,23,13,9,11,18,7,12,15,16,17,17,37
33,39,65,45,34,34,35,26,17,11,15,10,20,17,15,27,16,20,11,13,13,13,26,75
28,11,25,9,12,28,9,10,17,17,25,22,28,13,27,27,19,9,12,19,14,6,24,37
13,14,16,13,15,12,15,14,14,22,20,30,30,34,31,26,11,13,24,12,9,21,16,48
55,31,19,22,17,20,30,82,33,26,24,20,40,22,57,46,47,34,18,15,20,24,19,32
25,15,26,10,17,15,10,18,28,18,26,24,16,38,24,29,31,25,11,18,22,7,13,46
11,14,16,19,14,19,19,30,53,28,22,22,29,33,37,30,20,23,26,19,29,23,16,33
24,5,25,10,15,15,13,18,19,16,26,29,22,36,31,63,53,38,34,19,28,16,38,81
27,31,26,17,19,21,42,29,28,30,16,16,25,28,20,45,70,30,25,21,16,27,25,62
30,28,25,25,34,35,31,24,13,18,7,21,12,27,16,28,27,20,26,26,25,24,23,54
30,19,26,14,22,10,12,25,22,19,34,30,29,30,19,25,28,64,64,29,33,38,42,69
51,60,50,38,63,67,67,52,40,33,13,22,35,25,36,52,81,33,12,24,29,27,23,54
47,33,46,53,38,49,38,27,29,33,25,24,38,39,62,51,7,17,19,12,1,14,7,52
28,28,20,15,21,11,12,22,22,20,19,24,31,34,34,39,31,22,23,14,15,32,9,33
13,18,8,16,20,12,9,14,19,12,17,11,16,7,14,8,39,12,3,5,16,9,12,46
10,4,21,21,4,10,11,6,13,18,13,11,7,14,7,11,16,7,12,11,7,16,6,37
16,10,8,11,4,4,14,5,11,10,12,12,9,9,13,16,12,15,17,12,40,23,12,59
30,31,35,34,19,16,16,29,24,41,21,22,19,15,25,49,47,26,27,28,30,26,31,61
7,6,27,41,35,27,20,23,19,22,29,22,35,50,55,52,37,40,33,29,29,20,11,49
25,10,28,26,28,7,29,28,36,32,31,34,46,64,72,51,33,35,23,25,20,18,8,100
23,23,26,23,10,25,41,40,15,28,31,22,21,51,65,58,53,50,32,39,24,26,21,72
49,61,48,50,37,34,24,23,18,19,15,32,43,58,37,45,39,27,27,25,16,20,6,40
24,14,12,19,18,23,25,23,37,49,30,43,36,29,28,33,40,70,43,28,31,42,38,67
