1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
23,26,24,22,25,17,9,11,23,12,8,4,15,18,15,7,4,6,10,10,10,16,32,4
9,24,22,16,19,24,17,23,26,21,15,13,13,14,15,29,7,12,20,12,9,20,19,9
22,26,11,4,13,17,13,17,13,17,35,21,16,9,22,23,25,18,3,10,8,10,14,8
11,20,18,18,3,23,17,16,10,10,45,17,32,30,18,12,9,16,14,23,17,6,25,32
25,12,14,17,17,23,23,20,18,29,20,21,16,21,19,38,36,35,33,28,19,8,25,38
43,36,19,22,17,23,32,35,20,16,33,33,23,19,16,23,10,43,10,10,8,21,16,19
18,16,11,12,18,7,15,4,14,4,2,13,16,14,8,15,9,7,19,5,0,0,10,14
3,0,6,7,6,7,19,22,7,1,16,15,23,26,17,13,26,18,1,5,2,9,17,4
7,10,3,10,22,10,26,27,28,16,25,21,38,35,47,44,25,26,22,25,19,23,30,18
13,22,12,2,17,18,22,29,28,19,27,32,41,21,33,33,28,26,25,19,31,30,26,21
13,7,25,17,34,31,35,17,18,35,50,44,40,26,33,32,14,31,8,16,13,23,23,11
14,14,15,16,27,32,29,19,24,33,29,29,27,28,37,28,34,31,26,25,20,38,31,13
11,14,1,15,14,18,16,23,31,25,19,19,17,19,13,13,20,19,10,8,11,16,25,24
26,7,13,10,10,7,20,19,10,3,11,16,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,35,27,11,12,19,16,17,33,20
13,7,6,7,19,13,21,26,24,30,42,44,43,34,34,18,14,9,33,20,15,23,11,21
22,12,14,28,13,25,35,50,46,46,54,40,16,31,26,36,26,22,20,10,19,20,21,36
42,38,40,46,48,54,57,64,63,71,65,57,35,26,32,46,36,31,27,34,14,39,39,16
24,18,18,27,26,42,26,35,34,31,NULL,NULL,NULL,NULL,30,18,18,29,16,24,26,28,4,0
6,18,16,21,18,27,19,35,23,21,38,28,17,21,19,20,31,25,17,12,26,27,11,13
13,15,16,9,10,20,24,23,18,30,14,14,18,24,18,22,13,25,11,14,16,12,36,49
32,14,25,19,25,41,59,33,32,31,32,29,39,37,36,36,38,24,14,29,34,6,19,47
40,27,14,19,13,38,40,52,45,18,47,36,50,50,41,39,22,33,21,22,16,28,39,20
25,18,22,18,27,14,32,31,23,30,27,43,65,39,27,NULL,0,9,17,37,47,29,56,48
30,38,23,15,13,17,19,11,7,12,11,27,19,31,23,24,13,9,21,14,0,2,8,14
7,29,22,13,34,14,10,14,11,4,15,11,3,14,17,7,19,23,12,18,11,3,14,12
9,10,23,14,19,0,3,25,23,17,4,21,22,4,24,30,23,20,26,5,13,17,8,1
14,11,5,12,8,12,7,13,5,14,2,29,17,12,11,18,43,37,8,29,15,16,36,7
3,12,3,34,60,45,25,34,39,33,50,43,50,30,26,43,31,28,17,16,15,16,22,5
8,15,8,8,17,14,14,21,11,15,3,3,21,12,10,8,9,7,10,9,10,14,4,5
11,24,16,19,9,19,14,13,17,29,22,13,2,5,22,19,6,14,2,7,12,10,0,2
15,14,21,11,14,3,10,9,7,15,22,7,14,23,20,16,11,3,20,12,2,2,17,13
5,4,3,11,2,3,16,23,27,8,20,18,38,39,28,26,17,25,22,16,9,16,8,7
0,4,10,4,9,16,7,9,18,14,22,12,20,15,7,12,2,14,9,13,13,11,2,10
4,7,19,15,13,14,8,11,17,4,16,27,20,16,10,12,12,17,17,23,15,10,7,20
15,16,16,14,15,16,1,13,17,20,23,13,16,24,18,9,5,17,16,11,17,3,1,2
7,1,4,5,1,0,0,18,25,30,20,32,22,16,18,5,9,19,18,19,5,2,4,11
11,21,7,12,8,7,9,38,30,34,29,27,28,27,19,14,12,10,22,11,13,18,15,14
32,17,36,53,49,56,59,48,58,61,66,70,53,46,41,35,41,39,33,19,30,23,31,25
41,39,44,46,35,29,36,44,37,44,60,61,49,43,36,21,31,34,41,32,32,27,28,12
22,52,37,26,12,14,54,34,38,41,37,29,27,34,22,10,28,24,16,9,6,13,17,19
17,11,18,20,28,24,18,17,15,19,18,13,10,12,15,12,7,21,12,9,10,17,18,21
13,18,27,30,18,33,29,24,26,19,13,20,21,21,23,19,13,21,13,3,13,13,11,17
11,13,5,0,5,1,6,15,1,14,4,0,6,16,1,5,10,13,2,6,11,10,0,1
