1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
42,79,59,55,53,34,41,32,15,19,14,9,8,14,12,10,8,22,7,13,17,18,17,14
13,14,16,18,8,13,17,23,23,29,15,21,20,17,16,18,18,25,14,16,12,8,11,11
19,23,24,19,18,14,23,36,37,21,33,31,34,25,29,39,29,32,20,13,13,13,11,19
17,13,19,17,21,24,15,31,34,24,24,26,20,15,17,23,15,21,24,26,20,28,32,31
27,25,25,13,21,27,29,34,30,36,27,18,19,17,20,21,31,26,12,19,14,17,17,27
16,6,9,18,16,17,30,30,33,38,31,24,28,21,21,21,14,11,11,5,8,8,7,5
2,7,9,5,7,7,11,10,10,20,31,26,31,28,24,20,12,16,8,8,10,15,21,28
23,14,17,21,22,16,15,19,18,14,21,12,13,12,14,15,22,15,19,24,27,22,27,26
22,12,21,22,21,22,24,26,27,17,26,21,20,23,18,25,24,22,29,32,21,15,9,14
7,6,7,8,6,15,9,21,28,26,29,19,20,18,19,22,16,14,13,18,12,13,16,21
22,21,24,15,19,19,34,40,33,34,21,25,24,26,30,25,25,18,24,8,6,7,10,13
12,18,25,17,21,19,20,27,27,19,16,17,9,8,4,7,9,7,7,9,3,4,10,6
8,9,17,10,14,9,10,7,10,14,9,14,10,17,24,25,23,30,22,16,22,17,19,10
16,20,20,14,17,20,43,16,20,27,23,25,20,19,27,62,40,NULL,49,32,14,15,12,15
14,4,12,17,15,22,21,28,19,27,25,19,12,10,5,22,39,20,30,35,29,27,12,13
11,2,5,5,9,10,7,16,22,24,12,10,10,16,12,14,15,10,15,22,27,28,16,8
11,10,12,2,8,7,7,11,8,10,10,9,10,5,9,9,12,14,13,6,15,21,14,24
13,9,6,4,5,9,8,18,23,29,23,20,12,14,22,14,8,17,14,17,18,22,22,21
15,2,7,8,7,11,17,18,16,28,24,23,21,18,17,13,3,10,7,5,10,19,15,18
18,20,17,19,18,16,12,17,14,15,25,17,24,20,13,13,11,15,14,20,12,7,8,13
26,17,20,11,10,14,18,16,13,22,18,17,15,12,20,21,22,14,6,3,4,11,10,9
