1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
105,123,NULL,NULL,NULL,NULL,16,14,5,20,20,22,17,14,23,26,44,22,23,18,9,21,4,10
8,15,8,15,5,9,11,17,15,18,17,25,12,23,24,6,17,11,10,10,6,1,11,4
2,1,2,5,3,4,2,3,1,12,9,7,7,9,9,5,16,8,7,5,8,21,17,11
16,8,8,7,9,7,5,9,6,8,6,20,13,1,23,21,0,2,3,5,3,4,4,3
10,8,11,6,7,6,9,3,11,4,22,16,13,7,24,34,4,2,1,4,3,11,3,3
9,11,4,11,7,16,18,16,11,21,8,4,2,4,5,9,7,9,19,11,15,22,24,24
15,26,22,18,18,18,22,17,29,29,22,21,16,16,15,20,27,18,20,24,31,29,2,6
0,13,5,7,9,15,8,15,9,13,17,17,12,11,11,15,27,4,6,2,5,7,13,21
4,6,4,4,6,9,12,13,12,8,22,19,9,15,6,14,35,20,0,8,11,10,16,28
43,33,29,28,27,12,3,3,8,20,21,9,15,14,7,22,13,12,19,11,21,24,27,24
12,27,63,59,33,25,24,31,15,20,NULL,11,16,6,13,16,28,9,11,9,17,17,27,27
22,12,10,13,16,9,11,12,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,57,31,21,19,18,16,16,11,12,21,32,28,25,24,40,21,53,124,66,16,5,2,11
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,15,12,17,10,1,0,3,3,5,2,4,3
6,13,16,15,14,NULL,11,13,14,5,10,10,17,25,26,21,12,4,3,3,3,2,3,0
4,1,2,8,4,7,10,33,15,11,25,4,6,18,16,5,2,1,1,3,1,4,2,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,5,7,9,6,25,6,10,2,8,6,4,2,3,5,4
11,7,5,4,3,7,3,9,9,12,15,8,21,16,11,27,18,5,6,7,9,10,26,20
4,3,2,7,7,9,6,23,21,15,21,28,21,18,NULL,NULL,28,4,8,16,8,13,17,20
8,13,22,17,22,8,6,13,3,11,19,6,17,8,17,24,14,10,13,21,19,23,24,22
13,14,15,16,14,18,20,12,11,18,15,13,16,10,13,13,9,24,10,3,7,15,25,24
39,40,32,17,18,13,12,7,15,2,8,11,11,5,15,6,15,17,5,2,10,6,1,6
0,1,4,2,2,0,6,0,3,7,1,4,6,3,7,2,3,6,10,0,1,0,1,5
0,3,4,2,4,2,2,4,4,3,3,3,14,11,10,11,11,13,4,12,7,15,14,7
7,14,10,3,4,7,5,7,4,2,7,11,10,9,8,7,8,1,5,4,3,9,4,8
7,8,4,3,NULL,NULL,NULL,NULL,6,0,8,9,9,7,14,8,5,7,8,7,4,3,2,7
4,7,4,15,8,8,10,8,8,17,16,21,25,26,33,25,26,10,6,6,10,12,11,13
12,18,11,15,14,19,17,14,13,19,20,28,NULL,15,11,19,21,24,24,15,16,12,27,43
50,54,59,53,36,40,41,47,31,14,24,21,17,22,39,20,24,22,15,12,10,14,34,35
26,26,21,24,20,24,24,28,17,35,36,38,23,28,22,52,13,3,42,33,32,33,38,42
34,42,19,23,22,26,26,22,14,17,16,19,15,18,37,16,23,22,23,15,11,6,12,17
26,25,22,14,15,18,20,21,17,17,27,19,21,17,16,19,45,26,2,1,10,13,16,13
32,31,27,26,22,21,30,29,21,25,21,16,14,16,19,16,17,20,24,19,14,3,12,10
26,20,17,11,10,8,13,13,5,2,1,11,9,7,12,4,15,18,10,10,14,19,24,30
28,28,31,31,38,31,16,2,0,1,1,2,11,6,3,10,7,2,0,3,4,4,3,1
3,11,14,14,13,17,12,17,17,14,20,19,20,32,21,32,21,14,15,15,12,9,9,8
15,12,16,12,18,15,18,14,15,19,25,33,36,35,28,39,27,45,22,6,4,11,13,8
28,19,15,16,16,16,11,12,6,13,11,13,16,13,11,7,22,26,19,4,3,4,18,10
11,7,11,13,9,8,13,13,18,11,9,14,5,5,4,7,12,10,8,9,8,6,1,1
NULL,2,3,1,7,3,3,1,6,7,10,23,15,18,18,20,2,10,14,6,7,5,14,12
16,15,9,12,14,18,9,13,14,16,20,15,18,15,17,11,4,3,3,4,4,6,3,9
3,2,9,4,5,3,6,9,8,12,17,18,12,7,14,7,4,9,3,3,1,7,3,1
2,3,0,3,3,NULL,2,2,2,4,5,2,7,11,14,7,6,4,0,6,3,4,2,1
9,5,5,6,3,7,6,2,5,6,5,7,11,12,9,18,4,1,6,0,0,1,4,2
NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,4,8,10,10,5,5,12,2,9,6,2,5,9,4,5,3
15,10,6,6,8,NULL,11,14,NULL,NULL,12,23,10,12,15,16,23,7,24,10,11,12,9,13
21,12,15,16,8,10,9,5,7,15,16,15,18,19,11,12,26,7,3,11,5,5,10,7
8,8,10,8,6,12,6,8,11,18,14,23,29,NULL,NULL,26,23,21,22,14,14,14,18,18
