1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
29,38,34,21,15,12,6,4,2,4,9,6,5,14,6,14,12,16,19,NULL,38,25,22,47
11,30,17,4,9,6,1,7,3,16,46,49,23,2,12,19,7,0,2,12,11,7,6,0
2,6,12,4,10,2,1,4,7,1,8,8,1,4,4,6,5,3,11,10,6,5,7,10
8,44,20,15,12,14,13,23,10,17,13,5,7,16,24,16,18,28,35,21,26,13,16,24
13,33,19,14,11,8,11,10,9,14,14,13,17,20,31,28,37,32,27,26,28,26,18,19
22,41,31,30,18,18,22,19,14,23,21,20,28,19,26,29,40,31,37,43,41,32,40,35
44,55,42,20,28,32,30,21,20,31,25,20,19,21,19,17,19,23,26,30,32,37,43,42
25,34,35,31,34,31,35,36,30,28,27,25,36,61,63,47,29,24,22,18,13,28,25,18
25,63,41,28,24,26,27,25,33,33,26,14,13,11,3,13,26,6,18,12,9,4,6,6
7,29,21,18,5,7,12,10,7,7,4,0,16,9,1,16,56,22,7,8,25,24,9,4
3,18,22,5,8,3,1,4,16,3,4,0,6,10,4,9,8,6,2,7,9,9,9,11
16,27,10,17,4,3,4,9,13,2,5,5,0,4,3,11,7,18,8,5,10,14,3,8
7,21,14,7,12,10,8,26,16,17,13,15,13,14,15,25,32,32,4,11,2,6,13,5
11,33,21,17,13,7,9,23,21,9,22,5,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,95,54,25,25,3,7,3,41,50,26,16,33,21
8,31,23,4,4,10,11,19,21,10,17,29,24,27,62,49,31,16,0,20,20,20,59,91
29,33,33,19,24,17,24,15,21,7,4,3,14,24,21,29,24,39,36,38,25,19,23,24
23,39,27,23,15,8,24,13,19,15,21,13,32,35,48,68,43,39,21,21,24,32,43,49
35,27,31,18,22,19,23,26,34,12,14,16,11,15,11,13,13,24,44,30,33,21,15,17
20,26,17,8,9,2,10,15,17,16,17,21,17,17,18,17,19,32,27,5,16,20,26,16
28,40,20,6,7,15,20,10,27,31,35,37,26,34,59,38,44,4,13,15,8,2,4,6
8,49,24,2,1,8,18,19,22,14,14,12,9,25,44,30,23,29,41,29,20,20,19,21
12,49,31,18,11,13,9,11,19,9,18,15,2,16,9,7,6,10,25,21,17,5,16,10
6,8,7,5,5,13,11,14,14,4,16,10,15,10,14,15,25,21,11,23,24,35,31,26
33,73,54,42,29,24,16,15,22,8,19,10,5,15,8,10,13,7,14,18,19,33,34,38
32,37,29,28,41,39,34,35,31,26,29,18,13,16,16,7,15,14,28,45,38,43,42,49
38,46,30,19,11,22,13,11,20,17,5,12,16,32,40,36,25,32,36,25,28,14,20,13
12,18,26,19,22,18,13,22,26,38,40,24,22,33,47,45,45,38,34,35,23,24,24,23
19,31,24,22,18,22,27,33,22,30,22,11,3,9,12,23,22,20,33,31,42,47,47,53
35,48,37,26,25,21,22,21,14,22,34,27,29,20,18,32,60,34,13,27,18,30,29,22
14,45,24,10,13,19,20,17,12,8,1,3,3,14,13,10,7,25,27,20,21,16,14,12
12,31,23,18,16,20,12,15,21,22,19,15,2,18,25,14,29,23,24,22,20,19,17,13
16,48,30,18,13,13,18,17,11,9,11,14,15,15,10,7,10,38,38,36,10,5,14,20
21,38,33,19,21,21,25,16,4,6,8,3,14,9,9,9,7,17,12,10,21,11,22,21
