1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
73,174,107,106,56,48,17,10,7,11,10,19,30,34,29,58,39,18,25,14,2,3,3,2
10,9,7,14,6,8,8,18,5,18,17,24,12,28,27,43,6,5,10,1,3,1,6,3
11,4,10,1,3,6,2,4,2,8,13,4,11,8,10,23,15,5,9,4,6,5,8,5
17,7,15,7,12,9,15,15,10,14,8,24,6,15,28,19,19,4,2,6,5,10,7,2
11,15,8,17,11,12,12,18,9,16,15,12,18,14,10,25,42,20,6,7,10,8,6,0
6,5,5,13,14,9,14,5,20,3,14,29,19,22,21,20,23,27,12,18,12,16,15,28
14,12,7,9,16,15,7,11,16,3,21,39,28,40,38,37,76,29,11,22,19,8,0,11
NULL,0,14,5,6,6,6,2,13,8,18,22,34,26,21,33,32,26,8,1,0,5,5,1
2,1,4,0,4,5,4,6,13,14,26,19,15,28,20,27,28,33,29,14,1,16,11,29
33,23,7,16,13,10,10,5,24,12,23,38,26,32,34,33,47,18,11,14,2,10,21,35
38,20,41,35,20,22,24,16,14,18,25,30,32,33,28,19,42,15,7,0,0,10,19,27
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,8,6,15,10,5,4,19,4,2,15,51,32,10,5,63,26,2,25,13,12,19,11,11
12,13,5,7,5,10,16,2,5,56,11,3,35,26,30,25,38,18,29,21,22,61,6,36
11,12,11,18,16,13,17,12,15,15,17,21,19,29,34,31,25,40,21,23,25,22,25,14
21,10,21,28,13,19,8,22,18,33,41,14,51,6,32,55,40,47,20,27,27,11,17,22
19,18,45,11,40,29,26,16,35,3,20,48,42,58,34,63,33,30,21,47,7,24,14,42
20,12,8,13,10,14,13,13,7,11,15,21,27,27,31,20,20,21,24,18,28,28,27,19
25,25,22,20,17,20,12,10,11,9,13,4,9,6,20,13,11,12,11,9,11,9,14,2
9,6,12,6,4,7,10,11,8,13,7,12,12,15,10,12,19,22,29,29,27,23,32,NULL
33,24,32,35,31,21,23,31,26,15,7,18,16,15,8,21,15,24,28,18,8,26,21,39
34,19,29,23,23,26,14,14,22,10,29,27,21,16,14,20,NULL,33,33,26,20,27,35,41
43,20,27,26,19,29,33,34,40,18,13,23,15,18,26,51,40,51,30,23,59,27,31,45
35,32,27,22,8,33,14,36,8,17,9,16,14,18,14,14,21,24,25,20,13,24,20,11
12,12,15,5,10,5,8,8,11,12,15,27,23,20,40,15,15,42,10,6,3,5,13,20
6,14,8,8,12,14,13,11,9,12,8,39,10,8,18,22,3,15,15,11,10,25,21,27
30,5,12,7,11,19,35,8,5,20,29,21,5,13,15,13,28,8,2,5,9,10,5,6
12,11,11,18,13,9,19,10,9,10,15,15,20,24,13,20,40,14,7,5,6,1,11,4
6,2,4,25,8,14,12,13,9,14,19,3,10,11,9,21,19,3,12,4,3,4,5,14
8,8,6,10,4,9,9,15,10,10,10,19,24,30,17,24,14,15,6,7,15,14,22,18
14,12,7,28,7,10,14,17,15,18,15,3,25,17,4,11,31,26,30,36,33,32,25,24
7,3,10,6,4,13,9,17,14,10,15,15,13,10,12,22,38,12,3,15,12,15,25,32
31,22,13,14,13,6,6,9,6,5,9,3,14,9,13,5,13,14,27,28,20,7,48,47
21,8,16,9,0,39,28,29,17,1,9,10,12,11,5,37,16,9,40,22,34,22,14,17
19,18,16,1,34,10,10,14,10,10,8,9,9,6,15,13,10,27,14,2,5,6,0,14
2,9,6,8,1,2,2,3,4,8,7,4,11,7,5,6,13,8,13,6,8,4,6,2
8,5,7,4,3,2,9,3,15,16,10,5,20,14,11,17,18,18,16,18,16,13,21,10
13,12,16,15,16,14,12,14,7,15,9,13,24,21,10,23,19,39,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,25,25,27,29,29,20,13,18,23
24,24,20,21,7,4,12,8,20,8,17,12,17,22,31,19,4,51,34,5,26,10,10,27
43,24,12,61,5,69,1,20,24,19,22,41,21,17,43,34,41,21,33,11,15,17,11,12
17,14,19,10,12,11,13,13,20,20,8,11,18,25,14,27,16,26,28,12,18,31,26,20
18,16,25,21,22,24,36,12,2,3,3,3,10,7,9,5,24,9,10,3,11,4,19,17
13,7,22,22,26,24,24,28,23,7,19,23,17,NULL,NULL,39,32,24,26,17,15,21,26,7
20,NULL,NULL,NULL,NULL,NULL,NULL,12,9,NULL,18,24,11,51,28,33,30,25,9,27,10,7,3,7
4,13,24,13,27,8,3,11,7,8,16,8,13,14,14,37,12,34,26,26,3,27,18,9
11,17,8,9,6,1,1,8,16,13,8,10,12,5,4,6,22,14,11,8,10,6,7,1
4,8,7,2,6,9,5,7,10,NULL,13,15,20,28,18,31,26,16,13,9,10,14,22,22
19,21,14,12,18,19,18,20,15,19,22,22,30,NULL,NULL,19,9,11,10,12,12,10,16,22
13,12,8,5,7,NULL,NULL,NULL,NULL,6,17,16,23,23,13,2,12,13,23,8,10,10,5,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,6,7,1,4,6,5,4,10,4,NULL,12,11,13,12,6,11,15,11,15,12,5,9,1
15,10,10,12,7,13,8,5,8,19,8,18,35,23,31,25,32,31,22,23,15,26,20,NULL
24,18,29,26,23,22,27,25,23,3,18,21,19,19,18,26,22,46,15,15,2,12,8,12
18,17,28,9,16,34,29,19,8,7,11,18,19,29,29,NULL,NULL,32,31,27,23,24,23,15
24,12,20,14,13,17,20,27,17,9,29,26,25,18,30,43,40,30,34,28,23,27,18,15
20,11,16,21,17,14,20,11,3,3,11,19,19,31,43,11,24,29,26,24,25,27,16,11
19,20,14,16,15,13,12,20,11,7,26,25,31,29,33,45,44,26,22,33,30,26,15,26
20,11,11,18,26,22,15,27,20,6,29,27,23,32,29,35,66,46,43,34,41,29,21,16
24,25,22,14,28,16,23,26,31,16,32,42,55,93,31,43,55,52,50,31,25,26,22,31
23,20,26,20,22,16,21,25,22,19,36,40,37,46,37,37,38,50,43,37,21,32,39,19
17,29,19,10,29,19,30,29,26,13,26,33,27,27,19,34,71,128,83,40,44,45,41,53
